review_id,order_id,customer_id,rating,review_text,sentiment,clean_text,vader_sentiment
RV02040,O06394,C01616,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV02041,O06376,C00786,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV02042,O09492,C00391,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV02043,O02410,C00354,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV02044,O05311,C00311,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV02045,O02572,C00466,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV02046,O02682,C01452,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV02047,O07092,C01533,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV02048,O08539,C00844,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV02049,O01501,C00162,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV02050,O02984,C00857,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV02051,O07031,C00054,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV02052,O04675,C00872,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV02053,O01461,C01914,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV02054,O04094,C01585,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV02055,O02037,C01386,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV02056,O01262,C00046,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV02057,O02613,C00959,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV02058,O03549,C00053,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV02059,O07066,C01006,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV02060,O03831,C01601,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV02061,O07714,C01414,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV02062,O08250,C00898,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV02063,O06890,C00527,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV02064,O02769,C01295,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV02065,O00530,C00378,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV02066,O08820,C00859,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV02067,O04539,C01965,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV02068,O00655,C01708,4,Really good experience overall.,Positive,really good experience overall,Positive
RV02069,O03509,C00843,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV02070,O04218,C00562,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV02071,O06660,C01473,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV02072,O03031,C01621,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV02073,O05073,C01565,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV02074,O08071,C01336,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV02075,O01922,C00754,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV02076,O05871,C00010,4,Really good experience overall.,Positive,really good experience overall,Positive
RV02077,O07035,C00616,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV02078,O03403,C01259,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV02079,O07445,C01055,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV02080,O02374,C01062,1,"Very poor service, would not order again.",Negative,very poor service would not order again,Negative
RV02081,O04125,C01853,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV02082,O06526,C00020,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV02083,O03277,C01496,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV02084,O04193,C00927,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV02085,O06372,C01723,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV02086,O05487,C00173,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV02087,O06640,C01937,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV02088,O09758,C01887,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV02089,O07207,C00394,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV02090,O00897,C01965,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV02091,O00569,C00405,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV02092,O03495,C01807,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV02093,O08001,C01336,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV02094,O02195,C00851,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV02095,O00034,C01280,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV02096,O05009,C00546,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV02097,O04731,C01042,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV02098,O02869,C01579,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV02099,O04730,C00528,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV02100,O00271,C00057,4,Really good experience overall.,Positive,really good experience overall,Positive
RV02101,O09794,C00509,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV02102,O07725,C01587,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV02103,O09426,C00453,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV02104,O00229,C00976,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV02105,O08570,C00318,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV02106,O06279,C01984,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV02107,O06087,C01608,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV02108,O05568,C00411,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV02109,O09578,C00683,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV02110,O06754,C00029,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV02111,O07805,C01727,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV02112,O05042,C00876,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV02113,O04612,C01710,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV02114,O09455,C01935,4,Really good experience overall.,Positive,really good experience overall,Positive
